"period_type","start_date","end_date","salesman_fio","chif_fio","sales_count","sales_sum","max_overcharge_item","max_overcharge_percent"
week,2019-04-08,2019-04-14,"1036","1036",1,668745,БСТ B50 П5 F1300 W18,11.94
week,2019-04-08,2019-04-14,"1098","1098",2,3573711,БСТ B45 П5 F1300 W16,158.56
week,2019-04-08,2019-04-14,"1020","1020",2,805248,БСТ B45 П5 F1300 W16,50.00
week,2019-04-15,2019-04-21,"1076","1076",1,3719496,БСТ B50 П5 F1300 W18,211.31
week,2019-04-15,2019-04-21,"1062","1062",1,612304,Раствор кладочный М150 Пк3,46.98
week,2019-04-15,2019-04-21,"1059","1059",1,600070,БСТ B35 П5 F1200 W12,23.52
week,2019-04-15,2019-04-21,"1002","1002",3,1980966,БСТ B50 П5 F1300 W18,49.26
week,2019-04-15,2019-04-21,"1001","1001",1,632808,Раствор кладочный М100 Пк3,54.38
week,2019-04-15,2019-04-21,"1065","1065",2,5374080,БСТ B30 П4 F1200 W10,186.35
week,2019-04-15,2019-04-21,"1036","1036",3,1482610,БСТ B50 П5 F1300 W18,60.80
week,2019-04-15,2019-04-21,"1029","1029",1,552024,Раствор кладочный М100 Пк3,34.67
week,2019-04-15,2019-04-21,"1084","1084",1,606046,"Мелкозернистый бетон БСМ B15 П3,П4",47.67
week,2019-04-15,2019-04-21,"1028","1028",1,565488,Раствор кладочный М100 Пк3,37.96
week,2019-04-15,2019-04-21,"1081","1081",1,429624,Раствор М150 Пк3,10.33
week,2019-04-15,2019-04-21,"1091","1091",1,543996,"БСТ B22,5 П4 F1100 W6",12.77
week,2019-04-15,2019-04-21,"1003","1003",1,662686,БСТ B35 П5 F1200 W12,36.41
week,2019-04-15,2019-04-21,"1030","1030",1,619164,Раствор М150 Пк3,59.00
week,2019-04-15,2019-04-21,"1078","1078",1,705793,БСТ B30 П4 F1200 W10,28.33
week,2019-04-15,2019-04-21,"1072","1072",3,3365278,Раствор М200 Пк3,148.99
week,2019-04-15,2019-04-21,"1054","1054",1,2290164,"БСТ B 7,5 П3,П4",179.22
week,2019-04-15,2019-04-21,"1086","1086",1,688470,БСТ B60 П5 F1300 W20,13.24
week,2019-04-15,2019-04-21,"1038","1038",2,1219706,БСТ B40 П5 F1300 W14,18.58
week,2019-04-15,2019-04-21,"1092","1092",1,602838,БСТ B25 П4 F1200 W10,15.66
week,2019-04-22,2019-04-28,"1056","1056",1,469063,"Мелкозернистый бетон БСМ B15 П3,П4",14.29
week,2019-04-22,2019-04-28,"1006","1006",1,46091,Дегидрация,41.60
week,2019-04-22,2019-04-28,"1038","1038",2,426006,Раствор М100 Пк3,44.00
week,2019-04-22,2019-04-28,"1033","1033",1,535572,"БСТ B12,5 П3,П4",22.47
week,2019-04-22,2019-04-28,"1086","1086",1,628590,Раствор М200 Пк3,50.70
week,2019-04-22,2019-04-28,"1073","1073",1,40677,Фасовка,28.40
week,2019-04-22,2019-04-28,"1065","1065",1,568762,БСТ B35 П5 F1200 W12,17.08
week,2019-04-22,2019-04-28,"1008","1008",1,738840,БСТ B25 П4 F1150 W8,47.30
week,2019-04-22,2019-04-28,"1082","1082",2,3884357,БСТ B35 П5 F1200 W12,217.93
week,2019-04-22,2019-04-28,"1017","1017",2,1121243,БСТ B35 П5 F1200 W12,29.96
week,2019-04-22,2019-04-28,"1100","1100",1,620844,"БСТ B15 П3,П4",37.81
week,2019-04-22,2019-04-28,"1090","1090",2,1468962,БСТ B25 П4 F1200 W10,54.58
week,2019-04-22,2019-04-28,"1084","1084",1,58424,Доставка,76.40
week,2019-04-22,2019-04-28,"1091","1091",1,661918,"Мелкозернистый бетон БСМ B25 П3,П4",48.98
week,2019-04-22,2019-04-28,"1020","1020",1,752804,БСТ B35 П5 F1300 W12,35.32
week,2019-04-22,2019-04-28,"1036","1036",1,43718,Доставка,32.00
week,2019-04-22,2019-04-28,"1043","1043",1,431704,"Мелкозернистый бетон БСМ B15 П3,П4",5.19
week,2019-04-22,2019-04-28,"1070","1070",1,3122140,БСТ B30 П4 F1150 W10,201.19
week,2019-04-22,2019-04-28,"1035","1035",1,710556,БСТ B30 П4 F1150 W10,37.09
week,2019-04-22,2019-04-28,"1078","1078",1,732435,БСТ B50 П5 F1300 W18,22.60
week,2019-04-22,2019-04-28,"1044","1044",1,740662,БСТ B35 П5 F1300 W12,33.14
week,2019-04-22,2019-04-28,"1022","1022",1,498168,Раствор кладочный М100 Пк3,21.53
week,2019-04-22,2019-04-28,"1068","1068",1,865360,БСТ B45 П5 F1300 W16,52.41
week,2019-04-22,2019-04-28,"1071","1071",2,678661,"Мелкозернистый бетон БСМ B25 П3,П4",51.20
week,2019-04-22,2019-04-28,"1041","1041",1,540766,"Мелкозернистый бетон БСМ B 7,5 П3,П4",38.52
week,2019-04-22,2019-04-28,"1062","1062",1,2228616,"Мелкозернистый бетон БСМ B25 П3,П4",150.80
week,2019-04-22,2019-04-28,"1094","1094",1,805380,БСТ B60 П5 F1300 W20,32.46
week,2019-04-22,2019-04-28,"1079","1079",2,1196230,БСТ B45 П5 F1300 W16,44.92
week,2019-04-22,2019-04-28,"1081","1081",1,538959,"БСТ B22,5 П4 F1100 W6",11.72
week,2019-04-22,2019-04-28,"1005","1005",1,537454,БСТ B35 П5 F1200 W12,10.63
week,2019-04-22,2019-04-28,"1024","1024",1,581640,БСТ B25 П4 F1150 W8,15.96
week,2019-04-29,2019-05-05,"1020","1020",1,728096,БСТ B45 П5 F1300 W16,22.00
week,2019-04-29,2019-05-05,"1087","1087",1,845785,БСТ B30 П4 F1200 W10,45.00
week,2019-04-29,2019-05-05,"1016","1016",1,1605744,Раствор М100 Пк3,120.45
week,2019-04-29,2019-05-05,"1006","1006",1,38776,Фасовка,22.40
week,2019-04-29,2019-05-05,"1007","1007",1,772264,БСТ B35 П5 F1200 W12,58.97
week,2019-04-29,2019-05-05,"1003","1003",1,676080,БСТ B25 П4 F1200 W10,29.72
week,2019-04-29,2019-05-05,"1015","1015",1,565215,БСТ B30 П4 F1150 W10,5.00
week,2019-04-29,2019-05-05,"1070","1070",1,588168,"БСТ B15 П3,П4",30.56
week,2019-04-29,2019-05-05,"1001","1001",2,4685564,БСТ B35 П5 F1300 W12,142.00
week,2019-04-29,2019-05-05,"1099","1099",2,1261175,БСТ B30 П4 F1150 W10,49.00
week,2019-04-29,2019-05-05,"1002","1002",2,3101140,БСТ B25 П4 F1150 W8,124.00
week,2019-04-29,2019-05-05,"1057","1057",1,197776,Формовка,178.40
week,2019-04-29,2019-05-05,"1034","1034",2,1361697,БСТ B40 П5 F1300 W14,45.00
week,2019-04-29,2019-05-05,"1061","1061",1,1011810,Пусковая смесь,45.00
week,2019-04-29,2019-05-05,"1079","1079",1,3203376,БСТ B40 П5 F1300 W14,164.00
week,2019-04-29,2019-05-05,"1004","1004",1,545024,"Мелкозернистый бетон БСМ B 7,5 П3,П4",28.00
week,2019-04-29,2019-05-05,"1009","1009",2,3218660,"Мелкозернистый бетон БСМ B22,5 П3,П4",180.00
week,2019-04-29,2019-05-05,"1038","1038",2,1071594,Раствор М100 Пк3,51.05
week,2019-04-29,2019-05-05,"1065","1065",1,624834,"БСТ B12,5 П3,П4",33.00
week,2019-04-29,2019-05-05,"1029","1029",1,52304,Упаковка европалет,71.60
week,2019-04-29,2019-05-05,"1048","1048",1,775152,БСТ B30 П4 F1150 W10,44.00
week,2019-04-29,2019-05-05,"1035","1035",1,664962,БСТ B30 П4 F1200 W10,14.00
week,2019-04-29,2019-05-05,"1068","1068",1,876825,БСТ B60 П5 F1300 W20,44.21
week,2019-04-29,2019-05-05,"1077","1077",1,531531,Раствор М100 Пк3,43.00
week,2019-04-29,2019-05-05,"1030","1030",2,863551,БСТ B60 П5 F1300 W20,27.20
week,2019-04-29,2019-05-05,"1094","1094",1,669585,Раствор М200 Пк3,47.00
week,2019-04-29,2019-05-05,"1064","1064",1,543683,БСТ B30 П4 F1150 W10,1.00
week,2019-04-29,2019-05-05,"1008","1008",2,1373603,БСТ B35 П5 F1200 W12,54.59
week,2019-04-29,2019-05-05,"1085","1085",1,502656,Раствор кладочный М100 Пк3,12.00
week,2019-04-29,2019-05-05,"1036","1036",1,567825,"БСТ B20 П3,П4",13.00
week,2019-04-29,2019-05-05,"1084","1084",1,547624,Раствор кладочный М150 Пк3,27.00
month,2019-05-01,2019-05-31,"1003","1003",1,618320,БСТ B25 П4 F1150 W8,18.00
month,2019-05-01,2019-05-31,"1063","1063",3,1550844,БСТ B40 П5 F1300 W14,75.20
month,2019-05-01,2019-05-31,"1092","1092",2,922996,БСТ B45 П5 F1300 W16,47.00
month,2019-05-01,2019-05-31,"1042","1042",2,1192245,"Мелкозернистый бетон БСМ B22,5 П3,П4",29.00
month,2019-05-01,2019-05-31,"1072","1072",1,48280,Упаковка европалет,58.40
month,2019-05-01,2019-05-31,"1027","1027",2,1198792,БСТ B45 П5 F1300 W16,23.00
month,2019-05-01,2019-05-31,"1041","1041",4,2453553,БСТ B40 П5 F1300 W14,50.00
month,2019-05-01,2019-05-31,"1032","1032",3,1791328,БСТ B35 П5 F1300 W12,25.00
month,2019-05-01,2019-05-31,"1071","1071",1,507384,"БСТ B12,5 П3,П4",8.00
month,2019-05-01,2019-05-31,"1007","1007",1,638176,Раствор кладочный М150 Пк3,48.00
month,2019-05-01,2019-05-31,"1094","1094",7,5748003,"Мелкозернистый бетон БСМ B22,5 П3,П4",106.00
month,2019-05-01,2019-05-31,"1045","1045",2,1390453,БСТ B35 П5 F1300 W12,16.00
month,2019-05-01,2019-05-31,"1004","1004",4,4991545,БСТ B25 П4 F1200 W10,200.00
month,2019-05-01,2019-05-31,"1096","1096",1,47140,Фасовка,48.80
month,2019-05-01,2019-05-31,"1016","1016",2,1085469,"БСТ B15 П3,П4",33.00
month,2019-05-01,2019-05-31,"1009","1009",2,3218660,"Мелкозернистый бетон БСМ B22,5 П3,П4",180.00
month,2019-05-01,2019-05-31,"1034","1034",8,4628209,БСТ B40 П5 F1300 W14,65.60
month,2019-05-01,2019-05-31,"1064","1064",4,1771582,БСТ B25 П4 F1150 W8,76.40
month,2019-05-01,2019-05-31,"1065","1065",4,4178930,БСТ B25 П4 F1150 W8,112.00
month,2019-05-01,2019-05-31,"1056","1056",1,501795,Раствор М100 Пк3,35.00
month,2019-05-01,2019-05-31,"1078","1078",2,1155311,БСТ B30 П4 F1150 W10,31.00
month,2019-05-01,2019-05-31,"1076","1076",1,788760,БСТ B25 П4 F1200 W10,40.00
month,2019-05-01,2019-05-31,"1086","1086",1,434889,Раствор М100 Пк3,17.00
month,2019-05-01,2019-05-31,"1098","1098",2,552284,Раствор кладочный М150 Пк3,23.60
month,2019-05-01,2019-05-31,"1019","1019",1,523113,"БСТ B 7,5 П3,П4",27.00
month,2019-05-01,2019-05-31,"1079","1079",5,6808651,БСТ B40 П5 F1300 W14,164.00
month,2019-05-01,2019-05-31,"1091","1091",1,628584,"Мелкозернистый бетон БСМ B25 П3,П4",32.00
month,2019-05-01,2019-05-31,"1023","1023",1,616176,"БСТ B15 П3,П4",32.00
month,2019-05-01,2019-05-31,"1015","1015",4,2437201,БСТ B35 П5 F1300 W12,37.00
month,2019-05-01,2019-05-31,"1015","1015",4,2437201,БСТ B35 П5 F1300 W12,37.00
month,2019-05-01,2019-05-31,"1005","1005",1,438048,Раствор М150 Пк3,4.00
month,2019-05-01,2019-05-31,"1062","1062",2,96100,Упаковка европалет,69.20
month,2019-05-01,2019-05-31,"1020","1020",3,2271762,БСТ B40 П5 F1300 W14,34.00
month,2019-05-01,2019-05-31,"1055","1055",2,3700705,БСТ B25 П4 F1150 W8,196.00
month,2019-05-01,2019-05-31,"1029","1029",6,2400866,БСТ B25 П4 F1200 W10,80.00
month,2019-05-01,2019-05-31,"1039","1039",1,530874,"БСТ B12,5 П3,П4",13.00
month,2019-05-01,2019-05-31,"1085","1085",3,1166974,БСТ B30 П4 F1150 W10,69.20
month,2019-05-01,2019-05-31,"1074","1074",3,1851955,БСТ B30 П4 F1200 W10,43.00
month,2019-05-01,2019-05-31,"1048","1048",3,1988526,БСТ B30 П4 F1150 W10,44.00
month,2019-05-01,2019-05-31,"1089","1089",2,747706,"БСТ B22,5 П4 F1100 W6",40.00
month,2019-05-01,2019-05-31,"1040","1040",2,1471722,БСТ B45 П5 F1300 W16,43.00
month,2019-05-01,2019-05-31,"1001","1001",4,6138049,БСТ B35 П5 F1300 W12,142.00
month,2019-05-01,2019-05-31,"1033","1033",1,711756,Пусковая смесь,2.00
month,2019-05-01,2019-05-31,"1082","1082",1,695106,"БСТ B22,5 П4 F1100 W6",38.00
month,2019-05-01,2019-05-31,"1087","1087",5,3089173,БСТ B30 П4 F1200 W10,45.00
month,2019-05-01,2019-05-31,"1008","1008",3,3559152,"Мелкозернистый бетон БСМ B22,5 П3,П4",144.00
month,2019-05-01,2019-05-31,"1002","1002",6,4587435,БСТ B25 П4 F1150 W8,255.20
month,2019-05-01,2019-05-31,"1038","1038",1,521478,"БСТ B12,5 П3,П4",11.00
month,2019-05-01,2019-05-31,"1061","1061",3,1530866,Пусковая смесь,71.60
month,2019-05-01,2019-05-31,"1028","1028",1,643269,БСТ B50 П5 F1300 W18,1.00
month,2019-05-01,2019-05-31,"1081","1081",1,555984,Раствор М150 Пк3,32.00
month,2019-05-01,2019-05-31,"1030","1030",3,1627831,БСТ B60 П5 F1300 W20,27.20
month,2019-05-01,2019-05-31,"1073","1073",2,961499,БСТ B50 П5 F1300 W18,173.60
month,2019-05-01,2019-05-31,"1097","1097",2,1079784,БСТ B25 П4 F1150 W8,22.00
month,2019-05-01,2019-05-31,"1100","1100",2,1344704,БСТ B25 П4 F1150 W8,48.00
month,2019-05-01,2019-05-31,"1031","1031",1,51559,Дегидрация,58.40
month,2019-05-01,2019-05-31,"1035","1035",2,717804,БСТ B30 П4 F1200 W10,66.80
month,2019-05-01,2019-05-31,"1057","1057",1,197776,Формовка,178.40
month,2019-05-01,2019-05-31,"1075","1075",3,1585193,БСТ B35 П5 F1200 W12,17.00
month,2019-05-01,2019-05-31,"1054","1054",3,1802972,БСТ B45 П5 F1300 W16,34.00
month,2019-05-01,2019-05-31,"1059","1059",1,547624,Раствор кладочный М150 Пк3,27.00
month,2019-05-01,2019-05-31,"1077","1077",4,2320405,БСТ B30 П4 F1150 W10,43.00
month,2019-05-01,2019-05-31,"1084","1084",2,599574,Раствор кладочный М150 Пк3,59.60
month,2019-05-01,2019-05-31,"1044","1044",1,787776,БСТ B45 П5 F1300 W16,32.00
month,2019-05-01,2019-05-31,"1043","1043",2,839617,БСТ B35 П5 F1300 W12,54.80
month,2019-05-01,2019-05-31,"1083","1083",2,1181833,"Мелкозернистый бетон БСМ B22,5 П3,П4",42.00
month,2019-05-01,2019-05-31,"1046","1046",2,737382,Раствор М200 Пк3,52.40
month,2019-05-01,2019-05-31,"1066","1066",2,1478664,БСТ B35 П5 F1300 W12,44.00
month,2019-05-01,2019-05-31,"1070","1070",1,877296,БСТ B45 П5 F1300 W16,47.00
month,2019-05-01,2019-05-31,"1036","1036",2,1080248,"БСТ B20 П3,П4",13.00
month,2019-05-01,2019-05-31,"1037","1037",3,1971747,"Мелкозернистый бетон БСМ B22,5 П3,П4",42.00
month,2019-05-01,2019-05-31,"1099","1099",1,802067,БСТ B30 П4 F1150 W10,49.00
month,2019-05-01,2019-05-31,"1006","1006",1,42062,Упаковка европалет,38.00
week,2019-05-06,2019-05-12,"1046","1046",1,683250,Раствор М200 Пк3,50.00
week,2019-05-06,2019-05-12,"1078","1078",1,557798,"Мелкозернистый бетон БСМ B 7,5 П3,П4",31.00
week,2019-05-06,2019-05-12,"1089","1089",2,747706,"БСТ B22,5 П4 F1100 W6",40.00
week,2019-05-06,2019-05-12,"1061","1061",1,466752,Раствор кладочный М100 Пк3,4.00
week,2019-05-06,2019-05-12,"1048","1048",1,720084,БСТ B35 П5 F1200 W12,38.00
week,2019-05-06,2019-05-12,"1079","1079",1,2506560,БСТ B45 П5 F1300 W16,110.00
week,2019-05-06,2019-05-12,"1002","1002",2,616178,БСТ B35 П5 F1200 W12,33.20
week,2019-05-06,2019-05-12,"1083","1083",1,680038,"Мелкозернистый бетон БСМ B22,5 П3,П4",42.00
week,2019-05-06,2019-05-12,"1087","1087",2,1105680,"БСТ B 7,5 П3,П4",43.00
week,2019-05-06,2019-05-12,"1085","1085",1,56039,Доставка,69.20
week,2019-05-06,2019-05-12,"1023","1023",1,616176,"БСТ B15 П3,П4",32.00
week,2019-05-06,2019-05-12,"1015","1015",1,475956,Раствор М150 Пк3,13.00
week,2019-05-06,2019-05-12,"1074","1074",2,1396349,БСТ B30 П4 F1200 W10,43.00
week,2019-05-06,2019-05-12,"1004","1004",1,613662,БСТ B30 П4 F1150 W10,14.00
week,2019-05-06,2019-05-12,"1028","1028",1,643269,БСТ B50 П5 F1300 W18,1.00
week,2019-05-06,2019-05-12,"1063","1063",1,910050,БСТ B40 П5 F1300 W14,50.00
week,2019-05-06,2019-05-12,"1006","1006",1,42062,Упаковка европалет,38.00
week,2019-05-06,2019-05-12,"1077","1077",2,1178506,БСТ B30 П4 F1150 W10,26.00
week,2019-05-06,2019-05-12,"1071","1071",1,507384,"БСТ B12,5 П3,П4",8.00
week,2019-05-06,2019-05-12,"1062","1062",1,44528,Дегидрация,36.80
week,2019-05-06,2019-05-12,"1094","1094",2,1217969,Раствор кладочный М100 Пк3,38.00
week,2019-05-06,2019-05-12,"1098","1098",1,513128,Раствор кладочный М150 Пк3,19.00
week,2019-05-06,2019-05-12,"1041","1041",1,673200,Раствор кладочный М100 Пк3,50.00
week,2019-05-06,2019-05-12,"1040","1040",1,618298,БСТ B30 П4 F1200 W10,6.00
week,2019-05-06,2019-05-12,"1037","1037",2,1352913,"Мелкозернистый бетон БСМ B22,5 П3,П4",42.00
week,2019-05-06,2019-05-12,"1034","1034",3,1338229,БСТ B35 П5 F1300 W12,65.60
week,2019-05-06,2019-05-12,"1003","1003",1,618320,БСТ B25 П4 F1150 W8,18.00
week,2019-05-06,2019-05-12,"1081","1081",1,555984,Раствор М150 Пк3,32.00
week,2019-05-06,2019-05-12,"1059","1059",1,547624,Раствор кладочный М150 Пк3,27.00
week,2019-05-06,2019-05-12,"1029","1029",2,1125626,БСТ B25 П4 F1150 W8,26.00
week,2019-05-06,2019-05-12,"1032","1032",1,716378,БСТ B35 П5 F1300 W12,18.00
week,2019-05-13,2019-05-19,"1094","1094",2,1110293,БСТ B45 П5 F1300 W16,1.00
week,2019-05-13,2019-05-19,"1065","1065",3,3554096,БСТ B25 П4 F1150 W8,112.00
week,2019-05-13,2019-05-19,"1062","1062",1,51572,Упаковка европалет,69.20
week,2019-05-13,2019-05-19,"1041","1041",3,1780353,БСТ B40 П5 F1300 W14,29.00
week,2019-05-13,2019-05-19,"1004","1004",1,3380400,БСТ B25 П4 F1200 W10,200.00
week,2019-05-13,2019-05-19,"1077","1077",1,610368,Раствор кладочный М100 Пк3,36.00
week,2019-05-13,2019-05-19,"1087","1087",1,574164,"БСТ B15 П3,П4",23.00
week,2019-05-13,2019-05-19,"1056","1056",1,501795,Раствор М100 Пк3,35.00
week,2019-05-13,2019-05-19,"1031","1031",1,51559,Дегидрация,58.40
week,2019-05-13,2019-05-19,"1061","1061",1,52304,Упаковка европалет,71.60
week,2019-05-13,2019-05-19,"1019","1019",1,523113,"БСТ B 7,5 П3,П4",27.00
week,2019-05-13,2019-05-19,"1043","1043",2,839617,БСТ B35 П5 F1300 W12,54.80
week,2019-05-13,2019-05-19,"1075","1075",2,1122929,БСТ B35 П5 F1200 W12,17.00
week,2019-05-13,2019-05-19,"1045","1045",2,1390453,БСТ B35 П5 F1300 W12,16.00
week,2019-05-13,2019-05-19,"1002","1002",1,252336,Формовка,255.20
week,2019-05-13,2019-05-19,"1001","1001",1,665030,Раствор М200 Пк3,46.00
week,2019-05-13,2019-05-19,"1027","1027",1,668416,БСТ B45 П5 F1300 W16,12.00
week,2019-05-13,2019-05-19,"1091","1091",1,628584,"Мелкозернистый бетон БСМ B25 П3,П4",32.00
week,2019-05-13,2019-05-19,"1085","1085",1,608279,БСТ B30 П4 F1150 W10,13.00
week,2019-05-13,2019-05-19,"1020","1020",2,1543666,БСТ B40 П5 F1300 W14,34.00
week,2019-05-13,2019-05-19,"1073","1073",1,178112,Дегидрация,173.60
week,2019-05-13,2019-05-19,"1064","1064",1,551155,Раствор М200 Пк3,21.00
week,2019-05-13,2019-05-19,"1094","1094",2,1110293,БСТ B45 П5 F1300 W16,1.00
week,2019-05-13,2019-05-19,"1082","1082",1,695106,"БСТ B22,5 П4 F1100 W6",38.00
week,2019-05-13,2019-05-19,"1097","1097",1,513864,Раствор М150 Пк3,22.00
week,2019-05-13,2019-05-19,"1029","1029",1,527992,"Мелкозернистый бетон БСМ B 7,5 П3,П4",24.00
week,2019-05-13,2019-05-19,"1042","1042",1,574464,Раствор кладочный М100 Пк3,28.00
week,2019-05-20,2019-05-26,"1066","1066",2,1478664,БСТ B35 П5 F1300 W12,44.00
week,2019-05-20,2019-05-26,"1036","1036",1,512423,"Мелкозернистый бетон БСМ B22,5 П3,П4",7.00
week,2019-05-20,2019-05-26,"1035","1035",1,52842,Фасовка,66.80
week,2019-05-20,2019-05-26,"1005","1005",1,438048,Раствор М150 Пк3,4.00
week,2019-05-20,2019-05-26,"1074","1074",1,455606,"Мелкозернистый бетон БСМ B 7,5 П3,П4",7.00
week,2019-05-20,2019-05-26,"1064","1064",1,58424,Доставка,76.40
week,2019-05-20,2019-05-26,"1096","1096",1,47140,Фасовка,48.80
week,2019-05-20,2019-05-26,"1063","1063",2,640794,"Мелкозернистый бетон БСМ B15 П3,П4",75.20
week,2019-05-20,2019-05-26,"1007","1007",1,638176,Раствор кладочный М150 Пк3,48.00
week,2019-05-20,2019-05-26,"1094","1094",1,1973068,"Мелкозернистый бетон БСМ B22,5 П3,П4",106.00
week,2019-05-20,2019-05-26,"1073","1073",1,783387,БСТ B50 П5 F1300 W18,23.00
week,2019-05-20,2019-05-26,"1078","1078",1,597513,БСТ B30 П4 F1150 W10,11.00
week,2019-05-20,2019-05-26,"1097","1097",1,565920,БСТ B25 П4 F1150 W8,8.00
week,2019-05-20,2019-05-26,"1034","1034",1,676204,"Мелкозернистый бетон БСМ B25 П3,П4",42.00
week,2019-05-20,2019-05-26,"1098","1098",1,39156,Фасовка,23.60
week,2019-05-20,2019-05-26,"1004","1004",1,452459,"Мелкозернистый бетон БСМ B15 П3,П4",9.00
